"Protein.IDs"	"LFQ.intensity.KES1_well1"	"LFQ.intensity.KES2_well5"	"LFQ.intensity.KES3_well9"	"LFQ.intensity.PBS1_well2"	"LFQ.intensity.PBS2_well3"	"LFQ.intensity.PBS3_well4"
"544"	"MH0002_GL0037535;MH0200_GL0140626;T2D-22A_GL0079315;MH0233_GL0018833;MH0443_GL0044347"	99178000	128100000	71651000	69246000	68407000	83680000
"545"	"T2D-22A_GL0011199;MH0002_GL0038222;MH0433_GL0010430"	3523200	5903100	4017500	4661900	0	3621400
"546"	"MH0002_GL0038227"	182570000	218640000	81122000	83161000	83747000	88315000
"547"	"MH0002_GL0040300;V1.FI36_GL0226803;T2D-140A_GL0009189;T2D-22A_GL0020387;MH0451_GL0104961;MH0247_GL0158983;159551223-stool1_revised_scaffold33150_1_gene128410;763982056-stool2_revised_scaffold4529_1_gene59718;159247771-stool2_revised_scaffold1160_1_gene19779;MH0153_GL0033334;MH0321_GL0025884;N038A_GL0094388;MH0008_GL0010302;V1.FI17_GL0032981;MH0443_GL0142053"	106200000	134530000	157760000	142560000	154640000	174870000
"548"	"MH0002_GL0040734"	3901000	3326100	0	0	0	0
"549"	"MH0002_GL0041882"	4829800	5503800	3224100	4129400	4460400	2736400
"550"	"MH0002_GL0041884;N038A_GL0113616;T2D-22A_GL0040546;MH0244_GL0114502;MH0142_GL0070521;MH0025_GL0036527;MH0008_GL0039508;T2D-123A_GL0090680;160400887-stool1_revised_scaffold18737_1_gene92287;MH0266_GL0107520;158742018-stool1_revised_scaffold6697_1_gene60475;160765029-stool1_revised_scaffold17827_1_gene1588;MH0257_GL0115714;O2.UC47-1_GL0148323;NOF010_GL0052355;159814214-stool2_revised_scaffold25223_1_gene14598;159551223-stool1_revised_scaffold3305_1_gene8727;T2D-35A_GL0052068;159227541-stool3_revised_C714460_1_gene53205;MH0193_GL0030857;MH0359_GL0112303;MH0443_GL0183357;MH0006_GL0033428;MH0192_GL0117633;MH0381_GL0172163;MH0415_GL0085592;MH0407_GL0089710;MH0243_GL0005283;NOM008_GL0012176;MH0195_GL0008293;MH0407_GL0151461;MH0290_GL0145644;V1.CD38-0_GL0010307;T2D-135A_GL0106382;MH0438_GL0187303;MH0351_GL0008299;MH0281_GL0044968;MH0267_GL0179904;MH0037_GL0006505;MH0175_GL0020423;MH0047_GL0038026;MH0198_GL0171607;MH0200_GL0194029;MH0030_GL0002028;MH0338_GL0054977;V1.FI17_GL0034033;MH0138_GL0024048;MH0006_GL0177517;MH0185_GL0126060;MH0357_GL0063371;MH0189_GL0130392;MH0238_GL0122034;V1.UC26-4_GL0085048;MH0400_GL0014915;MH0057_GL0024665;MH0004_GL0002399;MH0272_GL0178820;MH0138_GL0027706;MH0004_GL0035735;V1.CD6-0-PN_GL0178543;V1.CD34-0_GL0081473;O2.UC12-1_GL0014680;MH0319_GL0144466;MH0283_GL0078227;MH0274_GL0006991;MH0261_GL0020616;MH0222_GL0164307;MH0163_GL0032075;MH0152_GL0072284;MH0053_GL0021272;MH0049_GL0035206;MH0030_GL0026532;MH0023_GL0026220;MH0012_GL0036958;MH0006_GL0156485;679189.HMPREF9019_1696;MH0041_GL0037447;V1.UC14-1_GL0042691;T2D-155A_GL0088820;O2.UC43-0_GL0041072;O2.CD2-0_GL0059630;O2.CD2-0_GL0057485;MH0447_GL0260998;MH0404_GL0001059;MH0398_GL0067085;MH0181_GL0069324;MH0172_GL0118644;MH0118_GL0013000;MH0106_GL0108477;MH0090_GL0057691;MH0063_GL0022981;MH0055_GL0009717;MH0047_GL0022377;MH0047_GL0013642;MH0046_GL0005082;MH0011_GL0053369;MH0011_GL0016892;MH0005_GL0009574;MH0001_GL0016584;MH0427_GL0086027;MH0283_GL0033079;MH0165_GL0067607;866771.HMPREF9296_1898;MH0200_GL0190793;MH0152_GL0058763;MH0141_GL0046686;MH0014_GL0047164;553171.HMPREF0648_1746;MH0429_GL0171761;MH0006_GL0135916;159632143-stool1_revised_scaffold7073_2_gene53756;764588959-stool1_revised_scaffold3468_1_gene131328;MH0057_GL0046037;V1.FI02_GL0098770;T2D-70A_GL0039968;V1.UC38-0_GL0132847;ED13A_GL0069150;V1.FI34_GL0165178;MH0441_GL0164316;O2.UC44-2_GL0093234;MH0429_GL0153006;MH0073_GL0041702;N009A_GL0100757;MH0336_GL0021001;MH0069_GL0019591;MH0016_GL0044958;MH0187_GL0160485;MH0410_GL0058383;MH0367_GL0079152;MH0355_GL0168392;MH0267_GL0066547;159207311-stool1_revised_scaffold38023_2_gene35692;158499257-stool2_revised_scaffold64133_1_gene5428;MH0145_GL0088326;MH0337_GL0122200;MH0252_GL0066564;V1.FI17_GL0173541;MH0323_GL0121036;V1.UC35-0_GL0086872;V1.FI17_GL0214425;O2.UC1-2_GL0118876;V1.FI15_GL0174951;REV__O2.UC24-1_GL0086876;REV__N064A_GL0106573;REV__MH0325_GL0142676;REV__DOM026_GL0050411;REV__MH0088_GL0085988;O2.UC24-2_GL0014711;REV__MH0006_GL0138290"	42936000	47411000	43407000	36374000	44522000	49047000
"551"	"MH0002_GL0044907;MH0305_GL0048189;MH0006_GL0187341"	0	0	0	0	0	0
"552"	"MH0002_GL0045011;BGI-15A_GL0055385"	19384000	16972000	4328800	3418800	4045000	3995700
"553"	"MH0402_GL0177242;MH0002_GL0045077"	4157900	5652500	0	0	6887100	0
"554"	"MH0002_GL0045500;T2D-22A_GL0021670;160765029-stool1_revised_C1084018_1_gene122944;MH0006_GL0028963"	6753400	1862900	6842400	7931500	7144100	7732500
"555"	"MH0002_GL0045565;763496533-stool2_revised_scaffold7197_1_gene59102;MH0334_GL0079215;O2.UC48-1_GL0028933;MH0243_GL0050525;MH0011_GL0047408;O2.UC35-2_GL0017974;158499257-stool2_revised_C1283577_1_gene182490;MH0395_GL0057137;MH0421_GL0100382;O2.UC28-1_GL0119363"	2878200000	3303400000	2043400000	2136200000	2044900000	2303400000
"556"	"MH0002_GL0045853"	0	11697000	0	3042200	0	0
"557"	"V1.FI20_GL0052749;MH0243_GL0059455;MH0002_GL0046370;V1.UC52-1_GL0030317;MH0039_GL0026176;MH0006_GL0011751;MH0177_GL0085013;MH0052_GL0065569;MH0032_GL0027162;N064A_GL0014122;O2.UC4-0_GL0024041;O2.UC48-1_GL0249264;MH0443_GL0069459"	8686000	10189000	8609100	10801000	12612000	11500000
"558"	"T2D-22A_GL0132577;MH0002_GL0046650"	52323000	35441000	21522000	16146000	20768000	24093000
"559"	"T2D-135A_GL0101811;N085A_GL0015869;MH0002_GL0047854;MH0104_GL0064744"	190620000	231280000	84172000	76452000	81986000	93948000
"560"	"MH0002_GL0049061"	4472600	5817300	0	0	0	0
"561"	"MH0002_GL0049221;T2D-22A_GL0136449;MH0006_GL0010928;N038A_GL0009646;MH0247_GL0099616;159551223-stool1_revised_scaffold8338_1_gene48918;MH0193_GL0028353;MH0443_GL0034466;MH0243_GL0104526;MH0054_GL0035826;160765029-stool1_revised_scaffold21093_1_gene24945;O2.UC48-1_GL0247450;158742018-stool1_revised_scaffold11066_3_gene118455;MH0266_GL0024385;SZEY-66A_GL0050253;MH0313_GL0111361;MH0338_GL0147014;MH0402_GL0198938;158337416-stool1_revised_C1276902_1_gene111075;T2D-132A_GL0046240"	1178400000	1016100000	524750000	610270000	599500000	685650000
"562"	"MH0002_GL0049478"	7458200	10468000	10454000	8986800	9656600	11797000
"563"	"N037A_GL0103212;MH0002_GL0050527;MH0116_GL0060687;NLM031_GL0038409;T2D-123A_GL0022328"	5768300	6468900	0	0	0	0
"564"	"MH0002_GL0050528"	6964100	6042400	0	0	0	0
"565"	"T2D-135A_GL0016434;MH0061_GL0003295;MH0002_GL0050537;MH0381_GL0035178;T2D-135A_GL0122796;MH0267_GL0197129"	7435000	15571000	5219500	4024500	5597200	4683600
"566"	"MH0002_GL0050951;V1.UC10-2_GL0109967;MH0066_GL0005664;O2.UC16-1_GL0115547;O2.UC47-1_GL0154981;MH0433_GL0219821;O2.UC24-1_GL0120843;MH0357_GL0199483"	17647000	6432200	2425700	4175800	4226200	4325400
"567"	"N085A_GL0013855;MH0402_GL0184395;MH0381_GL0072589;MH0319_GL0086012;MH0016_GL0047403;MH0004_GL0024446;T2D-48A_GL0010361;MH0002_GL0051314;V1.CD13-0_GL0058549;DOM005_GL0023956;160502038-stool1_revised_C1103540_1_gene137509"	12979000	20906000	8574700	6972800	7433500	9110400
"568"	"V1.CD43-0_GL0054280;MH0002_GL0051542;T2D-142A_GL0028870;MH0234_GL0111858;O2.UC51-0_GL0123429;MH0006_GL0045572;160765029-stool1_revised_scaffold9210_1_gene13957;MH0443_GL0007738;T2D-22A_GL0101606;764669880-stool1_revised_C418539_1_gene33234;V1.UC15-0_GL0011417;O2.UC48-1_GL0105638;N038A_GL0045560;T2D-11A_GL0003488;MH0244_GL0057660;V1.UC26-0_GL0161015;MH0387_GL0121524;MH0193_GL0115144;T2D-6A_GL0180066;MH0039_GL0061071;MH0036_GL0027274;MH0334_GL0075322;MH0363_GL0155582"	257500000	284810000	238860000	259100000	270190000	273400000
"569"	"MH0002_GL0052989;T2D-22A_GL0011215;T2D-11A_GL0042532;MH0244_GL0040986;N038A_GL0102433;MH0196_GL0135669;MH0169_GL0022832;O2.UC48-1_GL0070972;MH0193_GL0014679"	180870000	297830000	215270000	184390000	240180000	224390000
"570"	"MH0002_GL0053558;T2D-22A_GL0079321;MH0271_GL0009157;V1.UC49-0_GL0060243;159551223-stool1_revised_scaffold8753_1_gene87252;O2.UC48-1_GL0166808;V1.FI07_GL0116509;MH0192_GL0040651;SZEY-66A_GL0050424;MH0445_GL0081921;BGI002A_GL0153802;159551223-stool1_revised_scaffold1632_1_gene52270;160765029-stool1_revised_C1098916_1_gene14763;763678604-stool1_revised_scaffold49170_1_gene27571;MH0433_GL0233249;MH0095_GL0036818;MH0206_GL0120817;MH0109_GL0056003;MH0099_GL0038816"	379660000	398610000	167340000	191780000	193440000	214060000
"571"	"MH0002_GL0053865;763496533-stool2_revised_C1034461_1_gene147736"	7728000	9344500	5108200	0	6004600	0
"572"	"MH0002_GL0053867;V1.UC26-0_GL0075869;MH0193_GL0112272;160765029-stool1_revised_C1118423_1_gene133621;158742018-stool1_revised_scaffold17863_1_gene95574;N038A_GL0002333;MH0247_GL0098928;MH0136_GL0068185;MH0006_GL0158228;MH0359_GL0161395;MH0243_GL0030065;MH0025_GL0064684;MH0266_GL0103031;MH0008_GL0035909;MH0377_GL0081266;MH0159_GL0076220;160400887-stool1_revised_scaffold28677_2_gene32477;MH0257_GL0086841;MH0144_GL0017096;DLM001_GL0111448;O2.UC36-1_GL0015165;T2D-109A_GL0069194;MH0198_GL0205982;V1.UC26-4_GL0007065;MH0011_GL0026262;MH0004_GL0002027;MH0267_GL0147292;MH0239_GL0111267;MH0189_GL0025831;O2.CD3-0-PT_GL0166742;O2.UC48-1_GL0125797"	111050000	133160000	102250000	90814000	113840000	115200000
"573"	"MH0002_GL0053868;MH0346_GL0138526;V1.UC25-1_GL0065269;MH0266_GL0103032;T2D-22A_GL0130527"	61557000	67616000	61354000	67093000	59350000	68442000
"574"	"MH0002_GL0053869;MH0006_GL0158226"	3250300	7146600	5797800	5667100	5143200	6042600
"575"	"MH0002_GL0055951;T2D-22A_GL0122201;160765029-stool1_revised_C1094454_1_gene161058;MH0192_GL0162761;508703490-stool1_revised_scaffold12102_3_gene4670"	281210000	346650000	277290000	299380000	280610000	305560000
"576"	"MH0002_GL0055990"	20249000	18827000	24818000	26653000	28057000	32386000
"577"	"MH0002_GL0056111;T2D-22A_GL0132746;MH0272_GL0206160;MH0244_GL0054683;MH0193_GL0120260;MH0006_GL0184508;DLM001_GL0108384;160765029-stool1_revised_scaffold18008_1_gene33146;MH0206_GL0233421;MH0319_GL0000063;MH0025_GL0010563;MH0443_GL0027822;MH0243_GL0072956;MH0142_GL0127022;MH0066_GL0015621;158742018-stool1_revised_scaffold22570_1_gene32429;MH0377_GL0151138;MH0257_GL0045404;MH0002_GL0003113;160400887-stool1_revised_C1535327_1_gene103543;SZEY-66A_GL0068585;V1.UC17-2_GL0055236"	0	4723000	4667600	0	0	0
"578"	"MH0002_GL0057318;T2D-22A_GL0112520;MH0233_GL0062639;MH0200_GL0123203;MH0259_GL0045934;MH0386_GL0077062;160765029-stool1_revised_scaffold20987_1_gene134810;MH0272_GL0080348;MH0266_GL0002127;158742018-stool1_revised_scaffold6776_2_gene110898;MH0257_GL0062616;MH0247_GL0168089;N038A_GL0085052;160400887-stool1_revised_scaffold9133_3_gene34557;T2D-11A_GL0001297;159551223-stool1_revised_scaffold19716_2_gene142118;BGI-15A_GL0038698;O2.UC48-1_GL0075793;MH0243_GL0036503;MH0403_GL0163273;SZEY-66A_GL0034377;MH0266_GL0061422;MH0316_GL0176842;T2D-107A_GL0118927;MH0334_GL0114971;160765029-stool1_revised_C1112375_1_gene124108;V1.CD43-0_GL0095610;T2D-6A_GL0002537"	228430000	282340000	190750000	180150000	190580000	217660000
"579"	"MH0002_GL0057608;MH0350_GL0116402;V1.UC45-0_GL0055476;MH0347_GL0027592;V1.UC10-2_GL0180262;V1.FI13_GL0129532;MH0028_GL0023367;158802708-stool2_revised_C954954_1_gene152820"	74084000	11062000	894700	2034500	1116900	948390
"580"	"MH0002_GL0058950"	21945000	20925000	21498000	13735000	24806000	29996000
"581"	"MH0002_GL0060487"	12136000	10583000	13147000	18862000	19267000	22378000
"582"	"MH0002_GL0062662"	8530100	9039800	6054500	4597600	0	6591100
"583"	"MH0266_GL0165365;V1.UC26-0_GL0101836;MH0002_GL0063861"	1902300	1904500	2026100	0	0	2022300
"584"	"MH0002_GL0065658"	47755000	58192000	44195000	47725000	44274000	53517000
"585"	"MH0002_GL0066097"	141810000	190090000	125020000	104880000	120360000	124030000
"586"	"MH0002_GL0066424"	116500000	127470000	54209000	48454000	56778000	62441000
"587"	"MH0002_GL0066922;V1.CD38-0_GL0159651;T2D-48A_GL0051943;T2D-135A_GL0117693;T2D-113A_GL0096983;O2.UC41-0_GL0002532;NOF013_GL0076656;NOF013_GL0046515;N087A_GL0050506;N085A_GL0052471;MH0414_GL0114091;MH0402_GL0092535;MH0381_GL0100043;MH0333_GL0066358;MH0314_GL0172256;MH0314_GL0115241;MH0139_GL0030624;MH0113_GL0114108;MH0110_GL0013566;MH0101_GL0105865;MH0055_GL0024886;MH0051_GL0009744;MH0046_GL0030976;MH0037_GL0045047;MH0028_GL0075342;MH0016_GL0076311;MH0011_GL0037567;MH0002_GL0003913;DOM005_GL0012318;765094712-stool1_revised_scaffold1444_3_gene34684;MH0187_GL0008402;MH0143_GL0005314;MH0128_GL0068440;O2.UC20-0_GL0014653;O2.UC55-2_GL0006020;MH0013_GL0036465;MH0267_GL0113571;159571453-stool1_revised_C701336_1_gene41934;O2.UC56-0_GL0060381;V1.UC41-0_GL0082104;NOF010_GL0005769;MH0239_GL0006446;DOM005_GL0008990;DOM017_GL0047473;NLF014_GL0038653;O2.UC21-1_GL0017221;MH0158_GL0001503;MH0452_GL0065027;V1.UC57-0_GL0052021;MH0037_GL0020358;MH0096_GL0020179;764042746-stool2_revised_C475182_1_gene53247;764487809-stool1_revised_scaffold40655_1_gene147664;158499257-stool1_revised_C1441878_1_gene154330;V1.FI20_GL0135531;O2.UC31-2_GL0017666;T2D-110A_GL0095707;O2.UC4-1_GL0143025;MH0187_GL0056506;MH0181_GL0031981;MH0097_GL0056907;DLM014_GL0015407;765560005-stool1_revised_scaffold36_1_gene84996;763597684-stool1_revised_scaffold62970_2_gene66132;O2.UC24-2_GL0129048;O2.UC1-1_GL0091977;MH0415_GL0097762;MH0410_GL0173120;MH0377_GL0145272;MH0321_GL0139337;MH0314_GL0109508;MH0298_GL0137615;MH0267_GL0215017;MH0252_GL0136303;MH0250_GL0213245;MH0243_GL0118061;MH0198_GL0078827;MH0192_GL0169679;MH0175_GL0107079;MH0014_GL0109979;MH0011_GL0082993;MH0004_GL0022915;MH0003_GL0017990;MH0429_GL0069077;MH0116_GL0065029;159207311-stool1_revised_scaffold38900_1_gene190137;158499257-stool2_revised_scaffold71708_1_gene154720;MH0367_GL0024835;MH0337_GL0012957;MH0308_GL0199337;MH0252_GL0217200;MH0145_GL0018314;158499257-stool2_revised_scaffold60492_1_gene38465;MH0415_GL0112684;BGI-33A_GL0054298;MH0311_GL0133963;MH0257_GL0039046;MH0458_GL0150479;MH0355_GL0215790;158458797-stool1_revised_C1338948_1_gene70356;MH0441_GL0039407;MH0206_GL0029377;V1.CD30-0_GL0150133"	57470000	59911000	19540000	22867000	16984000	28762000
"588"	"MH0002_GL0067069"	28180000	40007000	10990000	11409000	9036600	13926000
"589"	"T2D-135A_GL0013318;NOF013_GL0046244;MH0181_GL0118155;MH0113_GL0082005;MH0010_GL0030353;MH0002_GL0070335"	7876100	19182000	10735000	6997000	10242000	13429000
"590"	"MH0002_GL0070727;T2D-22A_GL0139259;MH0233_GL0051577;160765029-stool1_revised_C1110679_1_gene82746"	5011900	8020800	8887300	8020300	10176000	7252000
"591"	"MH0002_GL0070729"	3010200	3607100	0	0	0	5158000
"592"	"MH0002_GL0070747;T2D-26A_GL0158461;MH0196_GL0076313;V1.UC55-4_GL0081647;T2D-22A_GL0096659;MH0247_GL0082721;V1.UC26-0_GL0075884;N066A_GL0003413;159551223-stool1_revised_C974561_1_gene99237;MH0059_GL0101687;ED10A_GL0142202;MH0003_GL0027677;T2D-11A_GL0071564;MH0386_GL0169092;160765029-stool1_revised_C1101218_1_gene52787;MH0319_GL0175883"	43215000	60126000	39506000	32475000	41618000	50809000
"593"	"MH0002_GL0070750;T2D-22A_GL0096662;160765029-stool1_revised_C1095734_1_gene98988;MH0059_GL0076168;MH0257_GL0086850;160400887-stool1_revised_scaffold28677_2_gene32486"	72771000	101560000	45843000	43326000	50587000	52829000
"594"	"MH0002_GL0071001;MH0143_GL0006399;O2.UC24-2_GL0112661;MH0006_GL0030952"	15770000	33371000	11155000	14030000	14581000	16682000
"595"	"MH0002_GL0072396;N038A_GL0041518;MH0359_GL0104885;159551223-stool1_revised_scaffold17805_1_gene151101;T2D-20A_GL0073333;T2D-6A_GL0014965"	405340000	502200000	297750000	275860000	287460000	303160000
"596"	"MH0002_GL0072399;MH0389_GL0197228;T2D-22A_GL0040827;O2.CD3-0-PT_GL0012788;MH0051_GL0026242;160765029-stool1_revised_C1112973_1_gene31469;MH0311_GL0036022;MH0266_GL0025025;MH0247_GL0197320;MH0008_GL0006972;O2.UC48-1_GL0169525;158742018-stool1_revised_scaffold14377_2_gene49576;MH0032_GL0024061;MH0003_GL0025210"	194620000	209020000	156320000	140890000	165960000	143960000
"597"	"MH0002_GL0072401;O2.UC48-1_GL0225350;MH0244_GL0073131;MH0009_GL0070185"	50309000	40136000	34152000	36437000	17798000	39476000
"598"	"MH0002_GL0072797;V1.FI16_GL0181599"	11963000	19951000	5507300	9301300	12217000	10776000
"599"	"MH0002_GL0072915"	104970000	151270000	93499000	88375000	94001000	107330000
"600"	"MH0002_GL0073198;T2D-22A_GL0107987;MH0006_GL0174536;MH0422_GL0174809"	44952000	53676000	48737000	41690000	51936000	50522000
"601"	"MH0002_GL0073200;V1.UC60-0_GL0148214"	11917000	16934000	13458000	13648000	12620000	12586000
"602"	"MH0002_GL0073201"	28635000	29471000	32471000	29956000	33417000	36738000
"603"	"MH0002_GL0073203"	42599000	50327000	46897000	38509000	41482000	44186000
"604"	"MH0002_GL0073220;O2.UC48-1_GL0191625;MH0443_GL0062578;MH0244_GL0134254;MH0243_GL0124245;MH0220_GL0147451;MH0153_GL0033187;160765029-stool1_revised_scaffold21507_1_gene141394;MH0006_GL0090232;MH0257_GL0039585;MH0142_GL0012672;MH0020_GL0049950;NLM005_GL0013400;T2D-34A_GL0021957;T2D-123A_GL0057885;MH0349_GL0018339;MH0266_GL0101489;160400887-stool1_revised_scaffold12562_1_gene128789;MH0334_GL0055688;V1.FI04_GL0078471;MH0431_GL0164445;V1.CD8-0-PN_GL0180329"	34398000	49438000	28690000	21995000	24848000	25546000
"605"	"MH0384_GL0168174;MH0002_GL0073222"	1792700	1702300	1918800	1333600	1481800	2389000
"606"	"MH0002_GL0073466"	60866000	50991000	35193000	30065000	32462000	31532000
"607"	"MH0002_GL0074086;MH0015_GL0039204;T2D-22A_GL0075470;MH0006_GL0098890;MH0025_GL0067470;MH0014_GL0081000"	23322000	28107000	18778000	16219000	26193000	23480000
"608"	"MH0002_GL0074087;N038A_GL0109825;MH0359_GL0135686;T2D-6A_GL0135322;159551223-stool1_revised_scaffold18308_1_gene61138;T2D-22A_GL0075469;MH0006_GL0098891;MH0193_GL0167951;160765029-stool1_revised_scaffold21242_1_gene57768;N066A_GL0032775"	38466000	50387000	32273000	31960000	31604000	29972000
"609"	"MH0002_GL0074090"	0	2383800	3116600	3641300	3153300	2740000
"610"	"MH0002_GL0074093;N038A_GL0037082;T2D-22A_GL0035476;MH0359_GL0013515;MH0266_GL0153354;MH0257_GL0067241;MH0196_GL0129849"	17150000	23991000	13997000	13205000	15612000	14669000
"611"	"MH0002_GL0074907;T2D-22A_GL0080498;MH0451_GL0129337;MH0247_GL0170282;MH0199_GL0185507;MH0006_GL0087410;O2.UC9-1_GL0069897;T2D-6A_GL0191736;V1.UC26-0_GL0124544;MH0280_GL0037100;MH0008_GL0010425;MH0243_GL0110776;T2D-11A_GL0055018;MH0153_GL0011412;MH0266_GL0035595;MH0193_GL0032652;160765029-stool1_revised_scaffold16854_1_gene63844;MH0334_GL0091384;MH0377_GL0158473;T2D-154A_GL0035161;MH0189_GL0108238;MH0415_GL0089901;MH0328_GL0102731;MH0012_GL0147324;MH0009_GL0052624;MH0257_GL0191018;MH0159_GL0065411;160400887-stool1_revised_scaffold34092_2_gene233418;MH0189_GL0068706;159571453-stool2_revised_scaffold5_1_gene204665;SZEY-93A_GL0030749;MH0189_GL0160388"	74597000	82156000	86348000	80863000	75566000	81632000
"612"	"MH0002_GL0074917"	41448000	54181000	62125000	55024000	61969000	68004000
"613"	"MH0002_GL0074918;MH0006_GL0087397"	21486000	16842000	12703000	8852400	13122000	13052000
"614"	"MH0002_GL0076888;MH0407_GL0033357"	519950000	580050000	225620000	229540000	246450000	268150000
"615"	"MH0003_GL0003448"	0	3207300	1430900	1703700	1541700	1230600
"616"	"MH0003_GL0010781"	31056000	48303000	45883000	36751000	38127000	38593000
"617"	"MH0003_GL0012839"	3058500	3956600	0	0	0	0
"618"	"MH0003_GL0012840;MH0385_GL0034904;159551223-stool1_revised_scaffold13509_1_gene175798"	5430000	7209500	0	0	0	0
"619"	"MH0003_GL0013354;T2D-135A_GL0018866;NOF013_GL0021011;MH0039_GL0013251;MH0321_GL0041513"	4428200	5435100	13310000	13926000	12833000	13982000
"620"	"O2.UC46-1_GL0121779;MH0302_GL0072597;MH0281_GL0035079;MH0085_GL0033082;MH0060_GL0068342;MH0010_GL0016261;MH0003_GL0014469;MH0415_GL0106064;MH0212_GL0158885;MH0090_GL0018725"	88440000	37404000	2679900	5990600	6203500	7744600
"621"	"MH0003_GL0020026;MH0004_GL0010428;T2D-63A_GL0066740;MH0189_GL0034709;MH0052_GL0020556;MH0144_GL0024184;MH0045_GL0038904;MH0394_GL0022704;MH0118_GL0113847;MH0090_GL0016218;MH0069_GL0074908;MH0057_GL0035401;MH0049_GL0000726;MH0187_GL0107903;MH0400_GL0115268;MH0189_GL0160135;MH0046_GL0015797;158499257-stool1_revised_scaffold13831_1_gene113233;V1.UC14-1_GL0056412;MH0398_GL0060388;MH0165_GL0060409;MH0107_GL0009226;MH0006_GL0209755;MH0200_GL0167028;MH0152_GL0032169;MH0063_GL0025922;158499257-stool2_revised_scaffold19517_1_gene216764;MH0030_GL0010328;MH0369_GL0051192"	1507900	2410200	0	0	0	0
"622"	"V1.CD38-0_GL0029822;T2D-135A_GL0029724;MH0267_GL0221753;MH0037_GL0042690;MH0003_GL0021425;NOF010_GL0008894;MH0333_GL0064362;MH0101_GL0054791;MH0038_GL0053771;MH0287_GL0057562;T2D-59A_GL0075846;MH0115_GL0103540;O2.UC26-2_GL0028187"	0	3222900	0	1511000	1664300	0
"623"	"MH0003_GL0022722;T2D-11A_GL0110683;N038A_GL0063632;MH0393_GL0030659;MH0337_GL0045430;MH0244_GL0022884;MH0081_GL0074202;MH0040_GL0040307;160765029-stool1_revised_scaffold9262_1_gene149425;MH0443_GL0093298;MH0009_GL0004958;DLM001_GL0086748;V1.UC26-0_GL0014866;T2D-22A_GL0100734;MH0177_GL0047009;MH0334_GL0106662"	169660000	219120000	168510000	183690000	199120000	203140000
"624"	"V1.CD38-0_GL0073409;MH0003_GL0026507;MH0412_GL0137138;NOF008_GL0097923;NOF012_GL0054882"	224430000	282130000	107390000	93997000	96372000	114220000
"625"	"T2D-135A_GL0059318;MH0003_GL0032229;MH0039_GL0013282;MH0298_GL0067206;NOM008_GL0006000;MH0243_GL0037042;V1.FI12_GL0066152;MH0055_GL0050682;MH0106_GL0098289;MH0161_GL0161810;MH0163_GL0033336;T2D-87A_GL0024811;MH0246_GL0106730;T2D-11A_GL0053042;ED13A_GL0046248;O2.UC1-2_GL0161541"	17010000	21746000	7569200	6380400	7231000	8700500
"626"	"MH0003_GL0039738;O2.UC48-1_GL0194085;MH0443_GL0149960;MH0266_GL0025018;MH0247_GL0095584;MH0243_GL0062790;MH0193_GL0128182;MH0116_GL0149934;MH0039_GL0010995;MH0025_GL0085603;MH0008_GL0044752;MH0002_GL0067001;160765029-stool1_revised_C1112973_1_gene31475;160400887-stool1_revised_scaffold28942_1_gene56087;MH0377_GL0164513;MH0177_GL0006606;V1.CD38-0_GL0053980;MH0090_GL0015092;MH0062_GL0010802"	73181000	75163000	50640000	49766000	60406000	58313000
"627"	"MH0003_GL0042541"	14652000	21678000	5690300	6675200	6119300	6168200
"628"	"T2D-135A_GL0002660;MH0003_GL0043498"	24851000	29258000	14080000	12472000	12218000	12631000
"629"	"T2D-135A_GL0117296;MH0003_GL0049314;NOF013_GL0072347;T2D-176A_GL0059330;MH0128_GL0080204;MH0058_GL0006616;MH0314_GL0076320;MH0046_GL0031952;V1.UC41-0_GL0008224;O2.UC8-0_GL0100040;MH0435_GL0113647;MH0057_GL0006228;763597684-stool1_revised_scaffold7903_2_gene167071;MH0025_GL0014665;MH0004_GL0010689;MH0438_GL0228321;MH0290_GL0026705;MH0281_GL0022880;MH0091_GL0008718;MH0407_GL0029976;MH0140_GL0113119;MH0107_GL0101440;MH0076_GL0041391;MH0006_GL0170605;V1.UC49-0_GL0114769;V1.UC62-0_GL0184816;T2D-11A_GL0100952;MH0351_GL0017060;MH0187_GL0157613;O2.UC58-2_GL0064592;MH0189_GL0069805;MH0047_GL0009585;MH0092_GL0110608;MH0181_GL0097703;MH0107_GL0029435;MH0047_GL0013061;MH0011_GL0051226;MH0328_GL0020417;MH0243_GL0126706;V1.CD19-0_GL0135146;V1.UC57-0_GL0005548;MH0238_GL0025584;O2.UC31-2_GL0012436;MH0415_GL0132394;MH0430_GL0135283;158802708-stool2_revised_scaffold16788_1_gene113378;N005A_GL0024424;160400887-stool1_revised_scaffold27814_1_gene31023"	12317000	14505000	7524900	8317000	7677400	8381700
